Weight,Age,RBC,HB,Creatinine,Glucose,Dose_mg_per_kg,Outcome
13.204351566305299,4.677999753879244,6.863702466495409,14.42920691693066,1.3695173535097103,89.45278050351537,2.0410877834182246,0
23.584713816332652,3.924327186572026,6.744996834915735,15.49206181372238,1.1131046295164297,66.5870831507836,1.1964846486593077,1
23.516101152529103,5.902084050061207,5.82742865163687,15.499118279570432,0.6146242811020028,119.3549148440138,2.478004705533774,0
26.40601155496076,4.010363335291451,5.934079953128609,17.593438562859962,0.991721148425692,101.91134022948515,1.9595860804365197,1
24.845475201752578,5.935555854346427,7.515225872241249,13.4377483895103,0.8565404137166172,125.02126459600196,0.2083031011589073,0
25.32885016032469,6.363871785656302,6.771249036025458,15.375918724864482,1.1748354162398431,87.33842629386271,0.6180035720093285,1
22.72874139977142,4.163125746621083,5.864723314757096,15.0461031820641,1.0046988037458164,116.7450416884483,1.0725318863026514,1
19.148159391087606,7.104991016282559,6.1052681096884935,14.039350934574507,0.9746572442219492,125.74105744003434,1.3548811954123283,1
13.941210155590223,5.597343544412631,6.3308985482935505,13.790309326794926,0.8576016299848129,86.74885682963912,0.6630225642812313,1
19.42688984185346,8.311465937256965,6.499857063331815,15.307725424605492,0.8262964265395497,116.49495527818371,1.1930754916505717,1
10.433706128679718,3.281045722657585,5.53885333703335,12.836794213746067,0.610728044986562,108.56310056446841,2.3121117040861767,0
26.202250359641432,5.887624522301046,7.324753252818971,14.073098324506264,0.8681646543244738,82.46209931733752,1.785154231902406,1
8.605121274178948,2.9563322099775204,6.738067531347732,17.34856621264726,0.7541707948314307,80.77225559695245,0.8699343325967801,1
30.26292711544326,5.017699744190086,7.000013515914119,16.72866947354409,0.9546378638940775,98.53498782569307,1.224321337195053,1
21.402937312491478,5.246631598208731,5.925005898037867,15.590221514817278,1.1408649598989329,121.68912636844277,0.742931294741294,1
22.957149073201045,2.472096893219433,6.798471477127155,10.867631570606317,0.8767134461340226,122.87627730969821,2.325355807642336,0
33.86176654615366,5.340140948671331,7.552656813614374,14.829268653032507,1.695228273016745,100.37416833668408,0.27283937041709666,0
17.863088521894223,2.2591734823873613,6.646322947019637,12.712800332059178,0.7431363626069423,116.84414219430133,0.38836040702612806,0
31.282714927760757,6.662196872071847,5.728352685306117,11.941637302557405,1.0155807822993665,93.62219165172588,1.1696857398447613,1
17.73667585864242,5.713723065095077,7.61796800558411,16.227155723394056,1.0708073492590717,102.73879126507252,0.7719414052824558,1
13.436469672695402,4.157679474022556,6.705952939107897,10.379819298289206,0.9354333954457401,77.29983256729007,2.328232944809255,0
24.539096182191066,2.2876179879985408,6.2465768703340965,11.639804840722876,1.2877710075073296,118.06559775244185,0.20909552683840466,0
29.577625914812224,3.3114854694886784,5.520734624245714,15.243704787008307,0.7033928898642974,112.2496764929514,0.4292718708705905,0
13.060146311857505,4.257274143369346,5.787114331177868,15.412176489439691,1.0712026502517646,92.92583898778035,0.5296492392679715,1
18.901360067338032,4.318264363067305,6.380367128040869,11.253209997443326,0.8011434624529978,95.79032937010798,1.7755369117466913,1
25.892065126498537,6.08653724447378,5.758801234250394,12.767184831899085,1.5115496503164203,84.29585167409861,2.431866575550079,0
21.345390687072594,8.581360510387839,7.390930507272753,14.159416529099003,1.5396904443020385,93.42421982738614,0.6233424213704928,1
30.829681004928425,8.548887474486841,7.918667451287057,14.644859865974453,0.6537781796190049,131.79148748913303,0.8142571863194878,1
31.26421418184862,2.0755143883326928,5.932341583063662,9.994513443523896,0.9983120011993472,114.31376348979494,1.0986991629948486,1
32.13538707887666,5.871936715836429,7.063056456788917,15.677726484495846,0.9750907381962199,129.27563123765347,1.6823960496928734,1
14.287422908882899,6.223979606992403,5.65968231525115,10.578550232202723,1.0594064435444497,60.683317369693185,2.001322913641232,0
23.76714197957496,6.955410203624095,5.861576948097255,15.082746830102915,1.3256140137714194,82.51284706107202,2.1756804141728905,0
14.567252868237102,4.88466653782,8.113594367664387,13.492190023344996,0.8124606243607428,113.7918990159345,0.8809446417662561,1
15.514752669971962,4.651139164665746,6.8663039968268365,8.841677351352683,0.7608050008700311,104.89625615494799,2.0395114229611515,0
30.866842790257767,4.6765274185536025,4.693824728922676,13.36667042970797,0.7951531143866948,106.77372017364947,2.231643495978067,0
30.29126784223019,4.790374967877226,6.859697018102085,13.10216014397865,1.0000854229620473,93.38344835373859,0.34253393594752946,0
23.491276319233318,5.4992326311405835,6.982043414704999,16.760899155819377,1.4098983703815724,115.02513508300775,1.5246796668606883,1
19.806956864088733,6.012896960792646,6.296478313486817,13.3291259093567,1.4550687483712288,93.3322793436195,1.0671198560445039,1
23.524552567110824,8.747268786234397,6.666373313660579,15.975563751401145,1.0568261352656585,130.49748347729007,0.2972924500154671,0
11.555626073188296,3.0401464818888995,6.514286988767893,17.452623238328133,1.3161869102528092,114.77359879680935,0.23443091274877356,0
22.940757106357605,6.917723763998314,6.333958496295308,15.272196026303773,1.1088705006943227,125.33229553848545,1.4340116992462841,1
14.076393263403231,3.094043144131862,6.205834534758894,13.909812659105876,1.026628463176945,77.70499075542932,0.33594221056392687,0
28.144108114475824,8.081748533129968,4.686075680622943,11.181674693609768,0.8803434484751061,97.65918893581971,1.9432736528188612,1
22.441930130182758,4.781114394611564,7.481663694412163,13.13318852739406,0.8807157393697964,82.82927577643238,1.9462670024362778,1
20.755269986247452,5.674551278495245,5.56405880171743,13.561187479827378,1.1805247487849295,99.00318797988771,1.9071710440945124,1
5.0,4.81906197755517,6.818938836259295,14.732653626217486,1.1178810601504283,114.89323369414063,1.8338815746672923,1
37.30822610544553,10.499459271719045,5.205270544273548,12.225043865498131,1.285197619640056,96.23005484910509,1.2416744832578417,1
18.09789703085127,4.188910886117485,6.489542207464947,13.825384253306737,0.8187851412010219,110.5232384245385,1.5332728451780873,1
18.34061208242976,5.530310342668999,6.9085009369754,14.769259029607591,1.1361985047540197,88.29363649229833,1.5433463084744892,1
19.82937873358874,2.132752722068769,6.960129823380903,12.56110656155462,1.1232438020944118,77.32904083801584,1.4541169377083807,0
14.68372395377279,7.371895787907205,6.139034738945664,17.62876243819163,1.022840762487367,106.89481306804329,0.6947634770396673,1
27.280159658056302,3.947954908653094,6.028497295607322,13.975464134247835,1.028862901804002,85.97924832054994,1.3661857994373323,1
25.58726485006789,7.88676424053382,7.355172380222295,16.455682913777277,0.8345955647852876,84.8941498686977,0.5731821103075299,1
24.584633334730896,4.6950396812523305,6.308322735687733,14.353205310035962,1.0553673647461461,110.42667451732363,0.7331164264399004,1
14.523673272915957,4.712822895349251,4.779051481283659,15.773483927386204,0.5487174554963541,121.23384021078373,0.5770127725022476,1
15.186541197799446,0.5,6.7100688502236165,14.29465718726453,0.8611365441362956,100.87219094655246,1.0449139970703782,1
5.0,7.875430837924458,5.546718630830566,16.63026711670581,0.6950656091066294,89.49559987854089,0.7029283808216455,1
19.394527080435413,3.637797457678705,6.983161558661653,15.626867582535532,1.083978524730606,103.29323251462212,1.6456126718940607,1
11.081865653542105,2.207546662113363,6.770386390092144,14.235169802304029,1.1839560993908083,91.00505732172603,1.8076330705648567,1
14.264838531105703,9.300521458726408,6.366386978387055,11.981517609423229,0.9134919975914695,88.07388494480395,1.2591624566076036,1
7.1455260782944485,4.148865318534954,6.109478108215977,13.694706734316476,0.5984985022678514,105.96661330861598,1.448899317999656,1
10.22603604831721,5.701189606233691,7.436529593494427,14.098131280166882,1.051987336582022,107.10993433487643,0.21114651863986753,0
15.1531995334757,7.540033976893779,7.53898137981373,10.919457063366991,1.152087484971368,118.82627194301386,1.159239212568173,1
13.783795310493746,4.7244263621395275,6.36220738543083,16.81645874347908,1.5044609122243902,122.25603176325265,0.9338959076984072,1
17.772147008019182,5.791688825329781,6.251938303996654,15.745614767895242,1.1309510639307951,105.43078404556778,1.508708113664549,1
21.61149940269804,6.490323165355137,6.003062709490225,12.953855867305448,1.7472826591858,99.15968436487401,0.5862033288476554,1
18.25761869755625,2.8858872667263435,7.973869425683648,13.19445288891497,1.0746022838073863,128.67483636398825,1.6015988707468272,1
22.409608022165113,8.405888186336812,8.239831311755431,14.991145453703698,1.0485240262416755,94.22072050786588,1.4645893808891897,1
15.728503485121873,2.439479761646031,5.675561846422955,16.566877819634364,0.9314220788259887,104.12717510327396,1.532192867139396,1
24.32008830325784,4.293586364810758,8.5,15.006416259562998,0.9246137529589845,85.5223381487912,2.0352936416973972,0
5.478367157546014,4.878475872745815,7.079144200557734,14.725994140525087,0.6556709460969773,127.37753155111983,1.306889577554825,1
14.89302985321046,2.5286738083773566,6.855418321019634,13.127090900935046,1.2895278767257434,105.11911737040458,2.379482977661016,0
18.170651144460347,5.85101309142882,6.3046511883707765,12.78786218610603,0.6495672710714249,123.60210155473305,1.480892490728056,0
40.52251069100578,3.0425825500667756,7.1715033417079805,14.422222229224632,0.6707141359039375,108.71881183242584,2.225557882485041,0
